ACT Symbol,Company Name,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
TPI,"Tianyin Pharmaceutical Co., Inc. Common Stock","Tianyin Pharmaceutical Co., Inc. Common Stock",A,TPI,N,100.0,N,TPI
TPL,Texas Pacific Land Trust Common Stock,Texas Pacific Land Trust Common Stock,N,TPL,N,100.0,N,TPL
TPLM,Triangle Petroleum Corporation Common Stock (DE),Triangle Petroleum Corporation Common Stock (DE),A,TPLM,N,100.0,N,TPLM
TPRE,Third Point Reinsurance Ltd. Common Shares,Third Point Reinsurance Ltd. Common Shares,N,TPRE,N,100.0,N,TPRE
TPS,ProShares UltraShort TIPS,ProShares UltraShort TIPS,P,TPS,Y,100.0,N,TPS
TPUB,Tribune Publishing Company Common Stock,Tribune Publishing Company Common Stock,N,TPUB,N,100.0,N,TPUB
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,TriplePoint Venture Growth BDC Corp. Common Stock,N,TPVG,N,100.0,N,TPVG
TPX,"Tempur Sealy International, Inc. Common Stock","Tempur Sealy International, Inc. Common Stock",N,TPX,N,100.0,N,TPX
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock","Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",N,TPZ,N,100.0,N,TPZ
TR,"Tootsie Roll Industries, Inc. Common Stock","Tootsie Roll Industries, Inc. Common Stock",N,TR,N,100.0,N,TR
TRC,Tejon Ranch Co Common Stock,Tejon Ranch Co Common Stock,N,TRC,N,100.0,N,TRC
TRC.W,"Tejon Ranch Co Warrants expiring August 31, 2016","Tejon Ranch Co Warrants expiring August 31, 2016",A,TRC/WS,N,100.0,N,TRC+
TRCO,Tribune Media Company Class A Common Stock,Tribune Media Company Class A Common Stock,N,TRCO,N,100.0,N,TRCO
TREC,Trecora Resources Common Stock,Trecora Resources Common Stock,N,TREC,N,100.0,N,TREC
TREX,"Trex Company, Inc. Common Stock","Trex Company, Inc. Common Stock",N,TREX,N,100.0,N,TREX
TRF,"Templeton Russia and East European Fund, Inc. Common Stock","Templeton Russia and East European Fund, Inc. Common Stock",N,TRF,N,100.0,N,TRF
TRGP,"Targa Resources, Inc. Common Stock","Targa Resources, Inc. Common Stock",N,TRGP,N,100.0,N,TRGP
TRI,Thomson Reuters Corp Ordinary Shares,Thomson Reuters Corp Ordinary Shares,N,TRI,N,100.0,N,TRI
TRK,"Speedway Motorsports, Inc. Common Stock","Speedway Motorsports, Inc. Common Stock",N,TRK,N,100.0,N,TRK
TRLA,"Trulia, Inc. Common Stock","Trulia, Inc. Common Stock",N,TRLA,N,100.0,N,TRLA
TRMR,"Tremor Video, Inc. Common Stock","Tremor Video, Inc. Common Stock",N,TRMR,N,100.0,N,TRMR
TRN,"Trinity Industries, Inc. Common Stock","Trinity Industries, Inc. Common Stock",N,TRN,N,100.0,N,TRN
TRND,RBS US Large Cap Trendpilot ETN,RBS US Large Cap Trendpilot ETN,P,TRND,N,100.0,N,TRND
TRNM,RBS US Mid Cap Trendpilot ETN,RBS US Mid Cap Trendpilot ETN,P,TRNM,N,100.0,N,TRNM
TRNO,Terreno Realty Corporation Common Stock,Terreno Realty Corporation Common Stock,N,TRNO,N,100.0,N,TRNO
TRNO$A,Terreno Realty Corporation Preferred Shares Series A,Terreno Realty Corporation Preferred Shares Series A,N,TRNOpA,N,100.0,N,TRNO-A
TROX,Tronox Limited Ordinary Shares Class A $0.01 par,Tronox Limited Ordinary Shares Class A $0.01 par,N,TROX,N,100.0,N,TROX
TRP,TransCanada Corporation Common Stock,TransCanada Corporation Common Stock,N,TRP,N,100.0,N,TRP
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,Turquoise Hill Resources Ltd. Ordinary Shares,N,TRQ,N,100.0,N,TRQ
TRR,"TRC Companies, Inc. Common Stock","TRC Companies, Inc. Common Stock",N,TRR,N,100.0,N,TRR
TRSK,VelocityShares Tail Risk Hedged Large Cap ETF,VelocityShares Tail Risk Hedged Large Cap ETF,P,TRSK,Y,100.0,N,TRSK
TRT,Trio,Trio-Tech International Common Stock,A,TRT,N,100.0,N,TRT
TRUP,"Trupanion, Inc. Common Stock","Trupanion, Inc. Common Stock",N,TRUP,N,100.0,N,TRUP
TRV,"The Travelers Companies, Inc. Common Stock","The Travelers Companies, Inc. Common Stock",N,TRV,N,100.0,N,TRV
TRW,TRW Automotive Holdings Corporation Common Stock,TRW Automotive Holdings Corporation Common Stock,N,TRW,N,100.0,N,TRW
TRX,Tanzanian Royalty Exploration Corporation Common Stock,Tanzanian Royalty Exploration Corporation Common Stock,A,TRX,N,100.0,N,TRX
TRXC,"TransEnterix, Inc. Common Stock","TransEnterix, Inc. Common Stock",A,TRXC,N,100.0,N,TRXC
TS,Tenaris S.A. American Depositary Shares,Tenaris S.A. American Depositary Shares,N,TS,N,100.0,N,TS
TSE,Trinseo S.A. Ordinary Shares,Trinseo S.A. Ordinary Shares,N,TSE,N,100.0,N,TSE
TSI,"TCW Strategic Income Fund, Inc. Common Stock","TCW Strategic Income Fund, Inc. Common Stock",N,TSI,N,100.0,N,TSI
TSL,Trina Solar Limited Sponsored ADR (Cayman Islands),Trina Solar Limited Sponsored ADR (Cayman Islands),N,TSL,N,100.0,N,TSL
TSLF,THL Credit Senior Loan Fund Common Shares of Beneficial Interest,THL Credit Senior Loan Fund Common Shares of Beneficial Interest,N,TSLF,N,100.0,N,TSLF
TSLX,"TPG Specialty Lending, Inc. Common Stock","TPG Specialty Lending, Inc. Common Stock",N,TSLX,N,100.0,N,TSLX
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan Semiconductor Manufacturing Company Ltd.,N,TSM,N,100.0,N,TSM
TSN,"Tyson Foods, Inc. Common Stock","Tyson Foods, Inc. Common Stock",N,TSN,N,100.0,N,TSN
TSNU,"Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)","Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)",N,TSNU,N,100.0,N,TSNU
TSO,Tesoro Corporation Common Stock,Tesoro Corporation Common Stock,N,TSO,N,100.0,N,TSO
TSQ,"Townsquare Media, Inc. Class A Common Stock","Townsquare Media, Inc. Class A Common Stock",N,TSQ,N,100.0,N,TSQ
TSS,"Total System Services, Inc. Common Stock","Total System Services, Inc. Common Stock",N,TSS,N,100.0,N,TSS
TSU,TIM Participacoes S.A. American Depositary Shares (Each representing 5 Common Shares),TIM Participacoes S.A. American Depositary Shares (Each representing 5 Common Shares),N,TSU,N,100.0,N,TSU
TTC,Toro Company (The) Common Stock,Toro Company (The) Common Stock,N,TTC,N,100.0,N,TTC
TTF,"Thai Fund, Inc. (The) Common Stock","Thai Fund, Inc. (The) Common Stock",N,TTF,N,100.0,N,TTF
TTFS,TrimTabs Float Shrink ETF,TrimTabs Float Shrink ETF,P,TTFS,Y,100.0,N,TTFS
TTI,"Tetra Technologies, Inc. Common Stock","Tetra Technologies, Inc. Common Stock",N,TTI,N,100.0,N,TTI
TTM,Tata Motors Ltd Tata Motors Limited,Tata Motors Ltd Tata Motors Limited,N,TTM,N,100.0,N,TTM
TTP,"Tortoise Pipeline & Energy Fund, Inc. Common Stock","Tortoise Pipeline & Energy Fund, Inc. Common Stock",N,TTP,N,100.0,N,TTP
TTT,ProShares UltraPro Short 20 Year Treasury,ProShares UltraPro Short 20 Year Treasury,P,TTT,Y,100.0,N,TTT
TU,Telus Corporation Ordinary Shares,Telus Corporation Ordinary Shares,N,TU,N,100.0,N,TU
TUMI,"Tumi Holdings, Inc. Common Stock","Tumi Holdings, Inc. Common Stock",N,TUMI,N,100.0,N,TUMI
TUP,Tupperware Brands Corporation Common Stock,Tupperware Brands Corporation Common Stock,N,TUP,N,100.0,N,TUP
TUR,iShares MSCI Turkey Investable Market Index Fund,iShares MSCI Turkey Investable Market Index Fund,P,TUR,Y,100.0,N,TUR
TUZ,PIMCO 1,PIMCO 1-3 Year US Treasury Index Exchage-Traded Fund,P,TUZ,Y,100.0,N,TUZ
TV,Grupo Televisa S.A. Common Stock,Grupo Televisa S.A. Common Stock,N,TV,N,100.0,N,TV
TVC,Tennessee Valley Authority Common Stock,Tennessee Valley Authority Common Stock,N,TVC,N,100.0,N,TVC
TVE,Tennessee Valley Authority,Tennessee Valley Authority,N,TVE,N,100.0,N,TVE
TVPT,Travelport Worldwide Limited Common Shares,Travelport Worldwide Limited Common Shares,N,TVPT,N,100.0,N,TVPT
TW,Towers Watson & Co Common Stock Class A,Towers Watson & Co Common Stock Class A,N,TW,N,100.0,N,TW
TWC,Time Warner Cable Inc Common Stock,Time Warner Cable Inc Common Stock,N,TWC,N,100.0,N,TWC
TWI,"Titan International, Inc. Common Stock","Titan International, Inc. Common Stock",N,TWI,N,100.0,N,TWI
TWM,ProShares UltraShort Russell2000,ProShares UltraShort Russell2000,P,TWM,Y,100.0,N,TWM
TWN,"Taiwan Fund, Inc. (The) Common Stock","Taiwan Fund, Inc. (The) Common Stock",N,TWN,N,100.0,N,TWN
TWO,Two Harbors Investment Corp,Two Harbors Investment Corp,N,TWO,N,100.0,N,TWO
TWOK,SPDR Russell 2000 ETF,SPDR Russell 2000 ETF,P,TWOK,Y,100.0,N,TWOK
TWTI,RBS Oil Trendpilot ETN,RBS Oil Trendpilot ETN,P,TWTI,N,100.0,N,TWTI
TWTR,"Twitter, Inc. Common Stock","Twitter, Inc. Common Stock",N,TWTR,N,100.0,N,TWTR
TWX,Time Warner Inc. New Common Stock,Time Warner Inc. New Common Stock,N,TWX,N,100.0,N,TWX
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)","Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N,TX,N,100.0,N,TX
TXMD,"TherapeuticsMD, Inc. Common Stock","TherapeuticsMD, Inc. Common Stock",A,TXMD,N,100.0,N,TXMD
TXT,Textron Inc. Common Stock,Textron Inc. Common Stock,N,TXT,N,100.0,N,TXT
TXTR,Textura Corporation Common Stock,Textura Corporation Common Stock,N,TXTR,N,100.0,N,TXTR
TY,Tri Continental Corporation Common Stock,Tri Continental Corporation Common Stock,N,TY,N,100.0,N,TY
TY$,Tri Continental Corporation Preferred Stock,Tri Continental Corporation Preferred Stock,N,TYp,N,100.0,N,TY-
TYBS,Direxion Daily 20 Year Treasury Bear 1X Shares,Direxion Daily 20 Year Treasury Bear 1X Shares,P,TYBS,Y,100.0,N,TYBS
TYC,Tyco International plc (Ireland) Ordinary Share,Tyco International plc (Ireland) Ordinary Share,N,TYC,N,100.0,N,TYC
TYD,Direxion Daily 10,Direxion Daily 10-Yr Treasury Bull 3x Shrs,P,TYD,Y,100.0,N,TYD
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Tortoise Energy Infrastructure Corporation Common Stock,N,TYG,N,100.0,N,TYG
TYG$B,Tortoise Energy Infrastructure Corporation Mandatory Red Pfd Ser B,Tortoise Energy Infrastructure Corporation Mandatory Red Pfd Ser B,N,TYGpB,N,100.0,N,TYG-B
TYG$C,Tortoise Energy Infrastructure Corporation Series C Mandatory Redeemable Preferred Shares,Tortoise Energy Infrastructure Corporation Series C Mandatory Redeemable Preferred Shares,N,TYGpC,N,100.0,N,TYG-C
TYL,"Tyler Technologies, Inc. Common Stock","Tyler Technologies, Inc. Common Stock",N,TYL,N,100.0,N,TYL
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares,Direxion Daily 7 10 Year Treasury Bear 1X Shares,P,TYNS,Y,100.0,N,TYNS
TYO,Direxion Daily 10,Direxion Daily 10-Yr Treasury Bear 3x Shrs,P,TYO,Y,100.0,N,TYO
TYTE,ProShares CDS North American HY Credit ETF,ProShares CDS North American HY Credit ETF,Z,TYTE,Y,100.0,N,TYTE
TZA,Direxion Small Cap Bear 3X Shares,Direxion Small Cap Bear 3X Shares,P,TZA,Y,100.0,N,TZA
TZF,"Bear Stearns Depositor, Inc. Pfd Stk TRUCs Srs 2001","Bear Stearns Depositor, Inc. Pfd Stk TRUCs Srs 2001-2 Issued by IMB",N,TZF,N,100.0,N,TZF
UA,"Under Armour, Inc. Class A Common Stock","Under Armour, Inc. Class A Common Stock",N,UA,N,100.0,N,UA
UAG,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Agriculture ETN,P,UAG,N,100.0,N,UAG
UAL,United Continental Holdings,United Continental Holdings,N,UAL,N,100.0,N,UAL
UAM,Universal American Corporation New Common Stock,Universal American Corporation New Common Stock,N,UAM,N,100.0,N,UAM
UAMY,United States Antimony Corporation Common Stock,United States Antimony Corporation Common Stock,A,UAMY,N,100.0,N,UAMY
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests","CVR Partners, LP Common Units representing Limited Partner Interests",N,UAN,N,100.0,N,UAN
UBA,Urstadt Biddle Properties Inc. Common Stock,Urstadt Biddle Properties Inc. Common Stock,N,UBA,N,100.0,N,UBA
UBC,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Livestock ETN,P,UBC,N,100.0,N,UBC
UBG,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Gold ETN,P,UBG,N,100.0,N,UBG
UBM,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Industrial ETN,P,UBM,N,100.0,N,UBM
UBN,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Energy ETN,P,UBN,N,100.0,N,UBN
UBP,Urstadt Biddle Properties Inc. Common Stock,Urstadt Biddle Properties Inc. Common Stock,N,UBP,N,100.0,N,UBP
UBP$F,Urstadt Biddle Properties Inc. Pfd Ser F,Urstadt Biddle Properties Inc. Pfd Ser F,N,UBPpF,N,100.0,N,UBP-F
UBP$G,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,N,UBPpG,N,100.0,N,UBP-G
UBR,ProShares Ultra MSCI Brazil Capped,ProShares Ultra MSCI Brazil Capped,P,UBR,Y,100.0,N,UBR
UBS,UBS Group AG Registered Ordinary Shares,UBS Group AG Registered Ordinary Shares,N,UBS,N,100.0,N,UBS
UBS$D,UBS AG Trust Preferred Securities,UBS AG Trust Preferred Securities,N,UBSpD,N,100.0,N,UBS-D
UBT,ProShares Ultra 20+ Year Treasury,ProShares Ultra 20+ Year Treasury,P,UBT,Y,100.0,N,UBT
UCC,ProShares Ultra Consumer Services,ProShares Ultra Consumer Services,P,UCC,Y,100.0,N,UCC
UCD,ProShares Ultra Bloomberg Commodity,ProShares Ultra Bloomberg Commodity,P,UCD,Y,100.0,N,UCD
UCI,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI ETN,P,UCI,N,100.0,N,UCI
UCO,ProShares Ultra Bloomberg Crude Oil,ProShares Ultra Bloomberg Crude Oil,P,UCO,Y,100.0,N,UCO
UCP,"UCP, Inc. Class A Common Stock","UCP, Inc. Class A Common Stock",N,UCP,N,100.0,N,UCP
UDN,PowerShares DB USD Index Bearish,PowerShares DB USD Index Bearish,P,UDN,Y,100.0,N,UDN
UDNT,"PowerShares DB 3X Short US Dollar Index Futures ETN due October 31, 2020","PowerShares DB 3X Short US Dollar Index Futures ETN due October 31, 2020",P,UDNT,N,100.0,N,UDNT
UDOW,ProShares UltraPro Dow30,ProShares UltraPro Dow30,P,UDOW,Y,100.0,N,UDOW
UDR,"UDR, Inc. Common Stock","UDR, Inc. Common Stock",N,UDR,N,100.0,N,UDR
UE.V,Urban Edge Properties Common Shares of Beneficial Interest When Issued,Urban Edge Properties Common Shares of Beneficial Interest When Issued,N,UEw,N,100.0,N,UE#
UEC,Uranium Energy Corp. Common Stock,Uranium Energy Corp. Common Stock,A,UEC,N,100.0,N,UEC
UFI,"Unifi, Inc. New Common Stock","Unifi, Inc. New Common Stock",N,UFI,N,100.0,N,UFI
UFS,Domtar Corporation (NEW) Common Stock,Domtar Corporation (NEW) Common Stock,N,UFS,N,100.0,N,UFS
UGA,United States Gasoline Fund LP,United States Gasoline Fund LP,P,UGA,Y,100.0,N,UGA
UGAZ,VelocityShares 3X Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index Excess Return,VelocityShares 3X Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index Excess Return,P,UGAZ,N,100.0,N,UGAZ
UGE,ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,P,UGE,Y,100.0,N,UGE
UGI,UGI Corporation Common Stock,UGI Corporation Common Stock,N,UGI,N,100.0,N,UGI
UGL,ProShares Ultra Gold,ProShares Ultra Gold,P,UGL,Y,100.0,N,UGL
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),N,UGP,N,100.0,N,UGP
UHN,United States Diesel Heating Oil Fund LP,United States Diesel Heating Oil Fund LP,P,UHN,Y,100.0,N,UHN
UHS,"Universal Health Services, Inc. Common Stock","Universal Health Services, Inc. Common Stock",N,UHS,N,100.0,N,UHS
UHT,Universal Health Realty Income Trust Common Stock,Universal Health Realty Income Trust Common Stock,N,UHT,N,100.0,N,UHT
UIL,UIL Holdings Corporation Common Stock,UIL Holdings Corporation Common Stock,N,UIL,N,100.0,N,UIL
UIS,Unisys Corporation New Common Stock,Unisys Corporation New Common Stock,N,UIS,N,100.0,N,UIS
UJB,ProShares Ultra High Yield ETF,ProShares Ultra High Yield ETF,P,UJB,Y,100.0,N,UJB
UL,Unilever PLC Common Stock,Unilever PLC Common Stock,N,UL,N,100.0,N,UL
ULE,ProShares Ultra Euro,ProShares Ultra Euro,P,ULE,Y,100.0,N,ULE
ULST,SPDR SSgA Ultra Short Term Bond ETF,SPDR SSgA Ultra Short Term Bond ETF,P,ULST,Y,100.0,N,ULST
UMC,United Microelectronics Corporation (NEW) Common Stock,United Microelectronics Corporation (NEW) Common Stock,N,UMC,N,100.0,N,UMC
UMDD,UltraPro MidCap400,UltraPro MidCap400,P,UMDD,Y,100.0,N,UMDD
UMH,"UMH Properties, Inc. Common Stock","UMH Properties, Inc. Common Stock",N,UMH,N,100.0,N,UMH
UMH$A,"UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share","UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",N,UMHpA,N,100.0,N,UMH-A
UMX,ProShares Ultra MSCI Mexico Capped IMI,ProShares Ultra MSCI Mexico Capped IMI,P,UMX,Y,100.0,N,UMX
UN,Unilever NV Common Stock,Unilever NV Common Stock,N,UN,N,100.0,N,UN
UNF,Unifirst Corporation Common Stock,Unifirst Corporation Common Stock,N,UNF,N,100.0,N,UNF
UNG,United States Natural Gas Fund LP,United States Natural Gas Fund LP,P,UNG,Y,100.0,N,UNG
UNH,UnitedHealth Group Incorporated Common Stock,UnitedHealth Group Incorporated Common Stock,N,UNH,N,100.0,N,UNH
UNL,United States 12 Month Natural Gas Fund,United States 12 Month Natural Gas Fund,P,UNL,Y,100.0,N,UNL
UNM,Unum Group Common Stock,Unum Group Common Stock,N,UNM,N,100.0,N,UNM
UNP,Union Pacific Corporation Common Stock,Union Pacific Corporation Common Stock,N,UNP,N,100.0,N,UNP
UNT,Unit Corporation Common Stock,Unit Corporation Common Stock,N,UNT,N,100.0,N,UNT
UPL,Ultra Petroleum Corp. Common Stock,Ultra Petroleum Corp. Common Stock,N,UPL,N,100.0,N,UPL
UPRO,ProShares UltraPro S&P 500,ProShares UltraPro S&P 500,P,UPRO,Y,100.0,N,UPRO
UPS,"United Parcel Service, Inc. Common Stock","United Parcel Service, Inc. Common Stock",N,UPS,N,100.0,N,UPS
UPV,ProShares Ultra FTSE Europe,ProShares Ultra FTSE Europe,P,UPV,Y,100.0,N,UPV
UPW,ProShares Ultra Utilities,ProShares Ultra Utilities,P,UPW,Y,100.0,N,UPW
UQM,UQM TECHNOLOGIES INC Common Stock,UQM TECHNOLOGIES INC Common Stock,A,UQM,N,100.0,N,UQM
URA,Global X Uranium ETF,Global X Uranium ETF,P,URA,Y,100.0,N,URA
URE,ProShares Ultra Real Estate,ProShares Ultra Real Estate,P,URE,Y,100.0,N,URE
URG,Ur Energy Inc Common Shares (Canada),Ur Energy Inc Common Shares (Canada),A,URG,N,100.0,N,URG
URI,"United Rentals, Inc. Common Stock","United Rentals, Inc. Common Stock",N,URI,N,100.0,N,URI
URR,Market Vectors Double Long Euro ETN,Market Vectors Double Long Euro ETN,P,URR,N,100.0,N,URR
URTH,Ishares MSCI World Index Fund,Ishares MSCI World Index Fund,P,URTH,Y,100.0,N,URTH
URTY,ProShares UltraPro Russell2000,ProShares UltraPro Russell2000,P,URTY,Y,100.0,N,URTY
URZ,Uranerz Energy Corporation Common Stock,Uranerz Energy Corporation Common Stock,A,URZ,N,100.0,N,URZ
USA,Liberty All,Liberty All-Star Equity Fund Common Stock,N,USA,N,100.0,N,USA
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests","USA Compression Partners, LP Common Units Representing Limited Partner Interests",N,USAC,N,100.0,N,USAC
USAG,United States Agriculture Index Fund ETV,United States Agriculture Index Fund ETV,P,USAG,Y,100.0,N,USAG
USB,U.S. Bancorp Common Stock,U.S. Bancorp Common Stock,N,USB,N,100.0,N,USB
USB$A,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non","U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",N,USBpA,N,100.0,N,USB-A
USB$H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,N,USBpH,N,100.0,N,USB-H
USB$M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,N,USBpM,N,100.0,N,USB-M
USB$N,US Bancorp Del DEPOSITARY SH S G,US Bancorp Del DEPOSITARY SH S G,N,USBpN,N,100.0,N,USB-N
USB$O,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H,N,USBpO,N,100.0,N,USB-O
USCI,United States Commodity Index Fund ETV,United States Commodity Index Fund ETV,P,USCI,Y,100.0,N,USCI
USD,ProShares Ultra Semiconductors,ProShares Ultra Semiconductors,P,USD,Y,100.0,N,USD
USDP,USD Partners LP Common Units representing limited partner interest,USD Partners LP Common Units representing limited partner interest,N,USDP,N,100.0,N,USDP
USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,WisdomTree Bloomberg U.S. Dollar Bullish Fund,P,USDU,Y,100.0,N,USDU
USFR,WisdomTree Bloomberg Floating Rate Treasury Fund,WisdomTree Bloomberg Floating Rate Treasury Fund,P,USFR,Y,100.0,N,USFR
USG,USG Corporation Common Stock,USG Corporation Common Stock,N,USG,N,100.0,N,USG
USL,United States 12 Month Oil,United States 12 Month Oil,P,USL,Y,100.0,N,USL
USM,United States Cellular Corporation Common Stock,United States Cellular Corporation Common Stock,N,USM,N,100.0,N,USM
USMI,United States Metals Index Fund ETV,United States Metals Index Fund ETV,P,USMI,Y,100.0,N,USMI
USMV,iShares MSCI USA Minimum Volatility ETF,iShares MSCI USA Minimum Volatility ETF,P,USMV,Y,100.0,N,USMV
USNA,"USANA Health Sciences, Inc. Common Stock","USANA Health Sciences, Inc. Common Stock",N,USNA,N,100.0,N,USNA
USO,United States Oil Fund,United States Oil Fund,P,USO,Y,100.0,N,USO
USPH,"U.S. Physical Therapy, Inc. Common Stock","U.S. Physical Therapy, Inc. Common Stock",N,USPH,N,100.0,N,USPH
UST,ProShares Ultra 7,ProShares Ultra 7-10 Year Treasury,P,UST,Y,100.0,N,UST
USV,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Silver ETN,P,USV,N,100.0,N,USV
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock","Cohen & Steers Infrastructure Fund, Inc Common Stock",N,UTF,N,100.0,N,UTF
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Reaves Utility Income Fund Common Shares of Beneficial Interest,A,UTG,N,100.0,N,UTG
UTI,Universal Technical Institute Inc Common Stock,Universal Technical Institute Inc Common Stock,N,UTI,N,100.0,N,UTI
UTL,UNITIL Corporation Common Stock,UNITIL Corporation Common Stock,N,UTL,N,100.0,N,UTL
UTLT,Deutsche X,Deutsche X-trackers Regulated Utilities ETF,P,UTLT,Y,100.0,N,UTLT
UTX,United Technologies Corporation Common Stock,United Technologies Corporation Common Stock,N,UTX,N,100.0,N,UTX
UTX$A,United Technologies Corp Corp Unit,United Technologies Corp Corp Unit,N,UTXpA,N,100.0,N,UTX-A
UUP,PowerShares DB USD Index Bullish,PowerShares DB USD Index Bullish,P,UUP,Y,100.0,N,UUP
UUPT,"PowerShares DB 3X Long US Dollar Index Futures ETN due October 31, 2020","PowerShares DB 3X Long US Dollar Index Futures ETN due October 31, 2020",P,UUPT,N,100.0,N,UUPT
UUU,"Universal Security Instruments, Inc. Common Stock","Universal Security Instruments, Inc. Common Stock",A,UUU,N,100.0,N,UUU
UUUU,Energy Fuels Inc Ordinary Shares (Canada),Energy Fuels Inc Ordinary Shares (Canada),A,UUUU,N,100.0,N,UUUU
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,N,UVE,N,100.0,N,UVE
UVV,Universal Corporation Common Stock,Universal Corporation Common Stock,N,UVV,N,100.0,N,UVV
UVXY,ProShares Trust Ultra VIX Short Term Futures ETF,ProShares Trust Ultra VIX Short Term Futures ETF,P,UVXY,Y,100.0,N,UVXY
UWM,ProShares Ultra Russell2000,ProShares Ultra Russell2000,P,UWM,Y,100.0,N,UWM
UWN,"Nevada Gold & Casinos, Inc. Common Stock","Nevada Gold & Casinos, Inc. Common Stock",A,UWN,N,100.0,N,UWN
UWTI,VelocityShares 3X Long Crude ETN linked to the S&P GSCI Crude Oil Index Excess Return,VelocityShares 3X Long Crude ETN linked to the S&P GSCI Crude Oil Index Excess Return,P,UWTI,N,100.0,N,UWTI
UXI,ProShares Ultra Industrials,ProShares Ultra Industrials,P,UXI,Y,100.0,N,UXI
UXJ,ProShares Ultra MSCI Pacific ex,ProShares Ultra MSCI Pacific ex-Japan,P,UXJ,Y,100.0,N,UXJ
UYG,ProShares Ultra Financials,ProShares Ultra Financials,P,UYG,Y,100.0,N,UYG
UYM,ProShares Ultra Basic Materials,ProShares Ultra Basic Materials,P,UYM,Y,100.0,N,UYM
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,United States Cellular Corporation 6.95% Senior Notes due 2060,N,UZA,N,100.0,N,UZA
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,United States Cellular Corporation 7.25% Senior Notes due 2063,N,UZB,N,100.0,N,UZB
V,Visa Inc.,Visa Inc.,N,V,N,100.0,N,V
VAC,Marriot Vacations Worldwide Corporation Common Stock,Marriot Vacations Worldwide Corporation Common Stock,N,VAC,N,100.0,N,VAC
VAL,Valspar Corporation (The) Common Stock,Valspar Corporation (The) Common Stock,N,VAL,N,100.0,N,VAL
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,VALE S.A.  American Depositary Shares Each Representing one common share,N,VALE,N,100.0,N,VALE
VALE.P,VALE S.A.,VALE S.A.,N,VALE/P,N,100.0,N,VALE.P
