ACT Symbol,Company Name
IRF,International Rectifier Corporation Common Stock
IRL,"New Ireland Fund, Inc (The) Common Stock"
IRM,Iron Mountain Incorporated (Delaware)Common Stock
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
ISD,"Prudential Short Duration High Yield Fund, Inc. Common Stock"
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)"
ISG,"ING Group, N.V. Perpetual Dent Secs 6.125%"
ISH,International Shipholding Corporation Common Stock
ISH$A,International Shipholding Corporation Cumulative Redeemable Perpetual Preferred Series A
ISH$B,International Shipholding Corporation PERP PFD SER B
ISP,ING Groep NV 6.20% Perpetual Debt Securities (Netherlands)
IT,"Gartner, Inc. Common Stock"
ITC,ITC Holdings Corp. Common Stock
ITG,"Investment Technology Group, Inc. Common Stock"
ITT,ITT Corporation Common Stock New
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,Illinois Tool Works Inc. Common Stock
IVC,Invacare Corporation Common Stock
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
IVR$A,Invesco Mortgage Capital Inc. Pfd Ser A
IVR$B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg
IVZ,Invesco Plc New Common Stock
IX,Orix Corp Ads Common Stock
JAH,Jarden Corporation Common Stock
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,"Jabil Circuit, Inc. Common Stock"
JBN,"Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007"
JBR,"Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture"
JBT,John Bean Technologies Corporation Common Stock
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
JCI,"Johnson Controls, Inc. Common Stock"
JCP,"J.C. Penney Company, Inc. Holding Company Common Stock"
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest
JE,"Just Energy Group, Inc. Ordinary Shares (Canada)"
JEC,Jacobs Engineering Group Inc. Common Stock
JEQ,"Aberdeen Japan Equity Fund, Inc.  Common Stock"
JFC,"JPMorgan China Region  Fund, Inc. Common Stock"
JFR,Nuveen Floating Rate Income Fund Common Stock
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest
JGV,Nuveen Global Equity Income Fund
JGW,J.G. Wentworth Company (The) Class A Common Stock
JHI,John Hancock Investors Trust Common Stock
JHP,Nuveen Quality Preferred Income Fund 3 Preferred Income 3
JHS,John Hancock Income Securities Trust Common Stock
JHX,James Hardie Industries plc American Depositary Shares (Ireland)
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JLL,Jones Lang LaSalle Incorporated Common Stock
JLS,Nuveen Mortgage Opportunity Term Fund Nuveen Mortgage Opportunity Term Fund
JMEI,"Jumei International Holding Limited American Depositary Shares, each representing one Class A ordinary share"
JMF,Nuveen Energy MLP Total Return Fund Common Shares of Beneficial Interest
JMI,Javelin Mortgage Investment Corp. Common Stock
JMLP,Nuveen All Cap Energy MLP Opportunities Fund Common Shares of Beneficial Interest
JMM,Nuveen Multi
JMP,JMP Group LLC Common Shares
JMPB,JMP Group Inc 8.00% Senior Notes due 2023
JMPC,JMP Group Inc 7.25% Senior Notes due 2021
JMT,Nuveen Mortgage Opportunity Term Fund 2 Common Shares of Beneficial Interest
JNJ,Johnson & Johnson Common Stock
JNPR,"Juniper Networks, Inc. Common Stock"
JNS,"Janus Capital Group, Inc. Cmn Stk"
JOE,St. Joe Company (The) Common Stock
JOF,Japan Smaller Capitalization Fund Inc Common Stock
JONE,"Jones Energy, Inc. Class A Common Stock"
JOY,Joy Global Inc. Common Stock
JPC,Nuveen  Preferred Income Opportunities Fund
JPEP,JP Energy Partners LP Common units representing limited partner interests
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
JPM,JP Morgan Chase & Co. Common Stock
JPM$A,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P
JPM$B,JP Morgan Chase & Co Depositary Shares Representing 1/400th Preferred Series T
JPM$C,"JPMorgan Chase Capital XXIX 6.70% Capital Securities, Series CC"
JPM$D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O
JPM$E,J P Morgan Chase & Co Depository Shares Representing 1/400th Int Perp Pfd Ser W
JPM.W,"J P Morgan Chase & Co Warrant expiring October 28, 2018"
JPS,Nuveen Quality Preferred Income Fund 2 Shares of Beneficial Interest
JPW,Nuveen Flexible Investment Income Fund Common Shares of Beneficial Interest
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRN,"Journal Communications, Inc. Class A Common Stock"
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
JTA,Nuveen Tax
JTD,Nuveen Tax
JTP,Nuveen Quality Preferred Income Fund Shares of Beneficial Interest
JW.A,"John Wiley & Sons, Inc. Common Stock"
JW.B,"John Wiley & Sons, Inc. Common Stock"
JWN,"Nordstrom, Inc. Common Stock"
K,Kellogg Company Common Stock
KAI,Kadant Inc Common Stock
KAMN,Kaman Corporation Common Stock
KAP,"KCAP Financial, Inc. 7.375% Senior Notes due 2019"
KAR,"KAR Auction Services, Inc Common Stock"
KATE,Kate Spade & Company Common Stock
KB,KB Financial Group Inc
KBH,KB Home Common Stock
KBR,"KBR, Inc. Common Stock"
KCC,Structured Products Corp. 8.20% Corporate Backed Trust Securities (CorTS)Issued by Provident Financial Trust I
KCG,"KCG Holdings, Inc. Class A Common Stock"
KED,Kayne Anderson Energy Development Company Common Stock
KEF,"Korea Equity Fund, Inc. Common Stock"
KEG,"Key Energy Services, Inc. Common Stock"
KEM,Kemet Corporation New Common Stock
KEN.V,Kenon Holdings Ltd. Ordinary Shares When Issued
KEP,Korea Electric Power Corporation Common Stock
KEX,Kirby Corporation Common Stock
KEY,KeyCorp Common Stock
KEY$G,KeyCorp Non Cumulative Perp Conv Pfd Ser A
KEYS,Keysight Technologies Inc. Common Stock
KF,"Korea Fund, Inc. (The) New Common Stock"
KFH,KKR Financial Holdings LLC 8.375% Senior Notes due 2041
KFI,KKR Financial Holdings LLC 7.50% Senior Notes due 2042
KFN$,KKR Financial Holdings LLC Pfd Ser A Llc
KFS,"Kingsway Financial Services, Inc. Ordinary Shares"
KFY,Korn/Ferry International Common Stock
KGC,Kinross Gold Corporation Common Stock
KHI,Deutsche High Income Trust Shares of Beneficial Interest
KIM,Kimco Realty Corporation Common Stock
KIM$H,Kimco Realty Corporation Depositary Shares Representing 1/100 Shares of Redeemable Preferred Class H
KIM$I,Kimco Realty Corporation DEPOSITARY SH REPSTG 1/1000TH PFD SER I
KIM$J,Kimco Realty Corporation Depositary Sh Repstg 1/1000th Pfd CL J %
KIM$K,Kimco Realty Corporation Depositary Shares Representing 1/1000th Preferred Series K
KING,King Digital Entertainment plc Ordinary Share
KIO,KKR Income Opportunities Fund Common Shares
KKD,"Krispy Kreme Doughnuts, Inc. Common Stock"
KKR,KKR & Co. L.P. Common Units Representing Limited Partnership Interest
KMB,Kimberly
KMF,"Kayne Anderson Midstream Energy Fund, Inc Common Stock"
KMG,"KMG Chemicals, Inc. Common Stock"
KMI,"Kinder Morgan, Inc. Common Stock"
KMI.W,"Kinder Morgan, Inc. Warrants Expiring 2017"
KMM,Deutsche  Multi
KMPA,Kemper Corporation 7.375% Subordinated Debentures due 2054
KMPR,Kemper Corporation
KMT,Kennametal Inc. Common Stock
KMX,CarMax Inc
KN,Knowles Corporation Common Stock
KND,"Kindred Healthcare, Inc. Common Stock"
KNL,"Knoll, Inc. Common Stock"
KNM,Konami Corporation American Depositary Shares (Each repstg one share of Common Stock)
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
KNX,"Knight Transportation, Inc. Common Stock"
KO,Coca
KODK,Eastman Kodak Company Common New
KODK.A,Eastman Kodak Company Wt Exp 135%
KODK.W,"Eastman Kodak Company Warrant (Expiring September 3, 2018)"
KOF,Coca Cola Femsa S.A.B. de C.V.  Common Stock
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
KORS,Michael Kors Holdings Limited Ordinary Shares
KOS,Kosmos Energy Ltd. Common Shares
KR,Kroger Company (The) Common Stock
KRA,"Kraton Performance Polymers, Inc Common Stock"
KRC,Kilroy Realty Corporation Common Stock
KRC$G,Kilroy Realty Corporation Preferred Stock Series G
KRC$H,Kilroy Realty Corporation Pfd Ser H
KRG,Kite Realty Group Trust Common Stock
KRG$A,Kite Realty Group Trust PERP PFD SER A
KRO,Kronos Worldwide Inc Common Stock
KS,KapStone Paper and Packaging Corporation Common Stock
KSM,Deutsche Strategic Municiple Income Trust Common Shares of Beneficial Interest
KSS,Kohl's Corporation Common Stock
KST,Deutsche Strategic Income Trust Shares of Beneficial Interest
KSU,Kansas City Southern Common Stock
KSU$,Kansas City Southern Preferred Stock
KT,KT Corporation Common Stock
KTF,Deutsche Municiple Income Trust Common Shares
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KTP,Corts 7.625 Pfd Common Stock
KW,Kennedy
KWN,Kennedy
KWR,Quaker Chemical Corporation Common Stock
KYE,"Kayne Anderson Total Energy Return Fund, Inc. Common Stock"
KYN,Kayne Anderson MLP Investment Company Common Stock
KYN$E,"Kayne Anderson MLP Investment Company Series E Mandatory Redeemable Preferred Shares, $25.00 liquidation preference"
KYN$F,Kayne Anderson MLP Investment Company 3.50% Series F Mandatory Redeemable Preferred Shares $25.00 Liquidation Preference per share
KYN$G,Kayne Anderson MLP Investment Company Series G Mandatory Redeemable Preferred Shares Liquidation Preference
KYO,Kyocera Corporation Common Stock
L,Loews Corporation Common Stock
LAD,"Lithia Motors, Inc. Common Stock"
LADR,Ladder Capital Corp Class A Common Stock
LAS,"Lentuo International Inc. American Depositary Shares, each representing two ordinary shares"
LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock"
LB,"L Brands, Inc."
LBF,"Deutsche Global High Income Fund, Inc. Common Stock"
LC,LendingClub Corporation Common Stock
LCI,Lannett Co Inc Common Stock
LCM,Advent/Claymore Enhanced Growth & Income Fund Advent/Claymore Enhanced Growth & Income Fund Common Shares of Beneficial Interest
LDF,"Latin American Discovery Fund, Inc. (The) Common Stock"
LDL,"Lydall, Inc. Common Stock"
LDOS,"Leidos Holdings, Inc. Common Stock"
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc."
LDR,"Landauer, Inc. Common Stock"
LEA,Lear Corporation Common Stock
LEAF,"Springleaf Holdings, Inc. Common Stock"
LEE,"Lee Enterprises, Incorporated Common Stock"
LEG,"Leggett & Platt, Incorporated Common Stock"
LEJU,"Leju Holdings Limited American Depositary Shares, each representing one Ordinary share"
LEN,Lennar Corporation Class A Common Stock
LEN.B,Lennar Corporation Class B
LEO,"Dreyfus Strategic Municipals, Inc. Common Stock"
LEU,Centrus Energy Corp. Class A Common Stock
LF,Leapfrog Enterprises Inc Common Stock
LFC,China Life Insurance Company Limited American Depositary Shares
LFL,LATAM Airlines Group S.A.
LG,Laclede Gas Company Common Stock
LGF,Lions Gate Entertainment Corporation Common Stock
LGI,Lazard Global Total Return and Income Fund Common Stock
LH,Laboratory Corporation of America Holdings Common Stock
LHO,LaSalle Hotel Properties Common Stock
LHO$H,LaSalle Hotel Properties 7.50% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest
LHO$I,LaSalle Hotel Properties 6.375% Series I Cumulative Redeemable Redeemable Preferred SBI
LII,"Lennox International, Inc. Common Stock"
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares"
LL,"Lumber Liquidators Holdings, Inc Common Stock"
LLL,L
LLY,Eli Lilly and Company Common Stock
LM,"Legg Mason, Inc. Common Stock"
LMT,Lockheed Martin Corporation Common Stock
LNC,Lincoln National Corporation Common Stock
LNC.W,"Lincoln National Corporation Warrant expiring July 10, 2019"
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNKD,LinkedIn Corporation Class A Common Stock
LNN,Lindsay Corporation Common Stock
LNT,Alliant Energy Corporation Common Stock
LO,"Lorillard, Inc Common Stock"
LOCK,"LifeLock, Inc. Common Stock"
LOR,"Lazard World Dividend & Income Fund, Inc. Common Stock"
LOW,"Lowe's Companies, Inc. Common Stock"
LPG,Dorian LPG Ltd. Common Stock
LPI,"Laredo Petroleum, Inc. Common Stock"
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES"
LPT,Liberty Property Trust
LPX,Louisiana
LQ,La Quinta Holdings Inc. Common Stock
LRE,"LRR Energy, L.P. Common Units Representing Limited Partner Interests"
LRN,K12 Inc Common Stock
LTC,"LTC Properties, Inc. Common Stock"
LTM,Life Time Fitness Common Stock
LUB,"Luby's, Inc. Common Stock"
LUK,Leucadia National Corporation Common Stock
LUV,Southwest Airlines Company Common Stock
LUX,"Luxottica Group, S.p.A. Common Stock"
LVLT,"Level 3 Communications, Inc. Common Stock"
LVS,Las Vegas Sands Corp. Common Stock
LXFR,Luxfer Holdings PLC American Depositary Shares (each representing one
LXFT,"Luxoft Holding, Inc. Class A Ordinary Shares"
LXK,"Lexmark International, Inc. Common Stock"
LXP,Lexington Realty Trust Common Stock
LXP$C,Lexington Realty Trust  Preferred Conv. Series C
LXU,"LSB Industries, Inc. Common Stock"
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYG$A,"Lloyds Banking Group Plc 7.75% Public Income NotES (PINES) due July 15, 2050"
LYV,"Live Nation Entertainment, Inc. Common Stock"
LZB,La
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATX,"Matson, Inc. Common Stock"
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest
MBI,MBIA Inc. Common Stock
MBLY,Mobileye N.V. Ordinary Shares
MBT,Mobile TeleSystems OJSC
MC,Moelis & Company Class A Common Stock
MCA,"Blackrock MuniYield California Quality Fund, Inc. Common Stock"
MCC,Medley Capital Corporation Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Babson Capital Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
MCO,Moody's Corporation Common Stock
MCP,"Molycorp, Inc Common Stock"
MCQ,Medley Capital Corporation 7.125% Senior Notes due 2019
MCR,MFS Charter Income Trust Common Stock
MCS,Marcus Corporation (The) Common Stock
MCV,Medley Capital Corporation 6.125% Senior Notes due 2023
MCY,Mercury General Corporation Common Stock
MD,"Mednax, Inc. Common Stock"
MDC,"M.D.C. Holdings, Inc. Common Stock"
MDLY,Medley Management Inc. Class A Common Stock
MDP,Meredith Corporation Common Stock
MDR,"McDermott International, Inc. Common Stock"
MDT,Medtronic Inc. Common Stock
MDU,"MDU Resources Group, Inc. Common Stock"
MED,MEDIFAST INC Common Stock
MEG,"Media General, Inc. Common Stock"
MEI,"Methode Electronics, Inc. Common Stock"
MEN,"Blackrock MuniEnhanced Fund, Inc Common Stock"
MEP,"Midcoast Energy Partners, L.P. Common units representing limited partner interests"
MER$D,"Merrill Lynch & Co., Inc. Preferred Stock"
MER$E,"Merrill Lynch & Co., Inc. Preferred Stock"
MER$F,"Merrill Lynch & Co., Inc. Preferred Stock"
MER$K,"Merrill Lynch & Co., Inc. 6.45% Trust Preferred Securities"
MER$M,"Merrill Lynch & Co., Inc. 6.45% Trust Preferred Securities"
MER$P,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities"
MET,"MetLife, Inc. Common Stock"
MET$A,"MetLife, Inc. Preferred Series A Floating Rate"
MET$B,"MetLife, Inc. Preferred Series B"
MFA,"MFA Financial, Inc."
MFA$B,"MFA Financial, Inc. Preferred Series B"
MFC,Manulife Financial Corporation Common Stock
MFD,Macquarie/First Trust Global Common Stock
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)"
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest
MFM,MFS Municipal Income Trust Common Stock
MFO,"MFA Financial, Inc. 8.00% Senior Notes due 2042"
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,"Magna International, Inc. Common Stock"
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGR,"Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042"
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock
MH$A,"Maiden Holdings, Ltd. Pref Shs Ser A (Bermuda)"
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock"
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock"
MHFI,"McGraw Hill Financial, Inc. Common Stock"
MHG,Marine Harvest ASA Sponsored ADR (Norway)
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest
MHK,"Mohawk Industries, Inc. Common Stock"
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock"
MHNA,Maiden Holdings North America Ltd. 8.25% Notes due 2041
MHNB,"Maiden Holdings North America, Ltd. 8.00% Notes due 2042"
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043"
MHO,"M/I Homes, Inc. Common Stock"
MHO$A,"M/I Homes, Inc. M/I Homes, Inc. Depositary Shares (Each representing 1/1000 of a Share of 9.75% Series A Preferred Share)"
MHR,Magnum Hunter Resources Corporation
MHY,"Western Asset Managed High Income Fund, Inc. Common Stock"
MIC,Macquarie Infrastructure Company LLC (New) Shares representing one Limited Liability Interest
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock"
MIG,"Meadowbrook Insurance Group, Inc. Common Stock"
MIL,MFC Industrial Ltd.
MILL,"Miller Energy Resourses, Inc. Common Stock"
MILL$C,"Miller Energy Resources, Inc. 10.75% Series C Cumulative, Redeemable Preferred Stock"
MILL$D,"Miller Energy Resources, Inc. 10.5% Series D Fixed Rate/Floating Rate Cumulative Redeemable Preferred Stock"
MIN,MFS Intermediate Income Trust Common Stock
MITT,"AG Mortgage Investment Trust, Inc. Common Stock"
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A"
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B"
MIXT,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares"
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock"
MJI,"Blackrock MuniYield New Jersey Quality Fund, Inc. Common Stock"
MJN,Mead Johnson Nutrition Company Common Stock
MKC,"McCormick & Company, Incorporated Common Stock"
MKC.V,"McCormick & Company, Incorporated Common Stock"
MKL,Markel Corporation Common Stock
MLI,"Mueller Industries, Inc. Common Stock"
MLM,"Martin Marietta Materials, Inc. Common Stock"
MLP,"Maui Land & Pineapple Company, Inc. Common Stock"
MLR,"Miller Industries, Inc. Common Stock"
MM,"Millennial Media, Inc. Common Stock"
MMC,"Marsh & McLennan Companies, Inc. Common Stock"
MMD,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest
MMI,"Marcus & Millichap, Inc. Common Stock"
MMM,3M Company Common Stock
MMP,Magellan Midstream Partners L.P. Limited Partnership
MMS,"Maximus, Inc. Common Stock"
MMT,MFS Multimarket Income Trust Common Stock
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock"
MN,"Manning & Napier, Inc. Class A Common Stock"
MNE,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock
MNI,McClatchy Company (The) Common Stock
MNK,Mallinckrodt plc Ordinary Shares
MNP,"Western Asset Municipal Partners Fund, Inc. Common Stock"
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock
MNR$A,Monmouth Real Estate Investment Corporation 7.625% Series A Cumulative Redeemable Preferred Stock
MNR$B,Monmouth Real Estate Investment Corporation Series B Cumulative Redeemable Preferred Stock $0.01 par value
MO,"Altria Group, Inc."
MOD,Modine Manufacturing Company Common Stock
MODN,"Model N, Inc. Common Stock"
MOG.A,Moog Inc. Class A Common Stock
MOG.B,Moog Inc. Class B Common Stock
MOH,Molina Healthcare Inc Common Stock
MON,Monsanto Company Common Stock
MORE,"Monogram Residential Trust, Inc. Common"
MOS,Mosaic Company (The) Common Stock
MOV,Movado Group Inc. Common Stock
MP$D,Mississippi Power Company 5.25 Srs Pfd
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPG,Metaldyne Performance Group Inc. Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPO,"Midstates Petroleum Company, Inc. Common Stock"
MPV,Babson Capital Participation Investors Common Stock
MPW,"Medical Properties Trust, Inc. common stock"
MPX,Marine Products Corporation Common Stock
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock"
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock"
MR,Mindray Medical International Limited Sponsored ADR representing Class A shares (China)
MRC,MRC Global Inc. Common Stock
MRH,Montpelier Re Holdings Ltd.
MRH$A,Montpelier RE Holdings Ltd Non Cumulative Series A Preferred Shares (Bermuda)
MRIN,Marin Software Incorporated Common Stock
MRK,"Merck & Company, Inc. Common Stock (new)"
MRO,Marathon Oil Corporation Common Stock
MS,Morgan Stanley Common Stock
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS$G,Morgan Stanley Depositary Shares Representing 1/1000th Preferred Series G
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSCA,Main Street Capital Corporation 6.125% Senior Notes due 2023
MSCI,MSCI Inc Common Stock
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock"
MSF,"Morgan Stanley Emerging Markets Fund, Inc. Common Stock"
MSI,"Motorola Solutions, Inc. Common Stock"
MSJ,Morgan Stanley Cap Trust VI Cap Securities
MSK,Morgan Stanley Cap TR VIII GDT Cap Securities
MSL,MidSouth Bancorp Common Stock
MSM,"MSC Industrial Direct Company, Inc. Common Stock"
MSO,"Martha Stewart Living Omnimedia, Inc. Common Stock"
MSP,Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest
MSZ,Morgan Stanley Capital Trust VII Cap Secs
MT,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank Corporation Common Stock
MTB$,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series A"
MTB$C,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C"
MTB.W,"M&T Bank Corporation Warrant (Expiring December 23, 2018)"
MTCN,ArcelorMittal 6.00% Mandatorily Convertible Subordinated Notes due 2016
MTD,Mettler
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTL,Mechel OAO American Depositary Shares (Each rep. 1 common shares)
MTL$,Mechel Steel Group OAO American Depositary Shares (each representing one
MTN,"Vail Resorts, Inc. Common Stock"
MTOR,"Meritor, Inc. Common Stock"
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTS,"Montgomery Street Income Securities, Inc. Common Stock"
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock
MTU,"Mitsubishi UFJ Financial Group, Inc. Common Stock"
MTW,"Manitowoc Company, Inc. (The) Common Stock"
MTX,Minerals Technologies Inc. Common Stock
MTZ,"MasTec, Inc. Common Stock"
MUA,"Blackrock MuniAssets Fund, Inc Common Stock"
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock"
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock"
MUH,"Blackrock MuniHoldings Fund II, Inc. Common Stock"
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock"
MUR,Murphy Oil Corporation Common Stock
MUS,"Blackrock MuniHoldings Quality Fund, Inc Common Stock"
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVC,"MVC Capital, Inc. Common Stock"
MVCB,MVC Capital 7.25% Senior Notes due 2023
MVNR,"Mavenir Systems, Inc. Common Stock"
MVO,MV Oil Trust Units of Beneficial Interests
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock"
MW,"Men's Wearhouse, Inc. (The) Common Stock"
MWA,MUELLER WATER PRODUCTS Common Stock
MWE,"MarkWest Energy Partners, LP Common units representing limited partnership units"
MWG,Morgan Stanley Cap Tr IV Gtd Cap Secs
MWO,Morgan Stanley Cap Tr V Gtd Cap Secs
MWR,Morgan Stanley Cap Tr III Capital Trust Securities
MWV,Meadwestvaco Corporation Common Stock
MWW,"Monster Worldwide, Inc. Common Stock"
MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock"
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock"
MXF,"Mexico Fund, Inc. (The) Common Stock"
MXL,"MaxLinear, Inc Class A Common Stock"
MY,"China Ming Yang Wind Power Group Limited American Depositary Shares, each representing one ordinary share $0.001 par value"
MYC,"Blackrock MuniYield California Fund, Inc. Common Stock"
MYCC,"ClubCorp Holdings, Inc. Common Stock"
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock"
MYE,"Myers Industries, Inc. Common Stock"
MYF,Blackrock MuniYield Investment Fund Common Stock
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock"
MYJ,"Blackrock MuniYield New Jersey Fund, Inc Common Stock"
MYM,"Blackrock MuniYield Michigan Quality Fund II, Inc. Common Stock"
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock"
MZF,Managed Duration Investment Grade Municipal Fund
N,Netsuite Inc Common Stock
NAC,Nuveen California Dividend Advantage Municipal Fund Common Stock
NAD,Nuveen Dividend Advantage Municipal Fund Common Stock
NADL,North Atlantic Drilling Ltd. Common Shares
NAN,Nuveen New York Dividend Advantage Municipal Fund Common Stock
NAO,Nordic Amern Offshore Ltd Ordinary Shares Reg S (Marshall Islands)
NAP,Navios Maritime Midstream Partners LP Common Units representing limited partner interests
NAT,Nordic American Tankers Limited Common Stock
NAV,Navistar International Corporation Common Stock
NAV$D,Navistar International Corporation Preferred Stock
NAZ,Nuveen Arizona Premium Income Municipal Fund Common Stock
NBB,Nuveen Build America Bond Fund Common Shares of Beneficial Interest
NBD,Nuveen Build America Bond Opportunity Fund Common Shares of Beneficial Interest
NBG,Natl Bk Greece American Depositary Shares
NBG$A,National Bank of Greece SA Sponsored ADR representing Series A Preferred Shares (Greece)
NBHC,National Bank Holdings Corporation Common Stock
NBL,Noble Energy Inc. Common Stock
NBR,Nabors Industries Ltd.
